id,name,category,n_dlcs,n_expansions,year,follows,in_franchise,genres,companies,platforms,user_score,user_rating,n_user_reviews
2437,Prince of Persia: The Two Thrones,main_game,0,0,2005,117,True,"Platform, Hack and slash/Beat 'em up, Adventure","Ubisoft Montreal, Ubisoft Entertainment","PC (Microsoft Windows), PlayStation 2, PlayStation 3, Xbox, Nintendo GameCube, Legacy Cellphone",80.5000636748622,great,306
1192,Crash Team Racing,main_game,0,0,1999,85,True,Racing,"Naughty Dog, Sony Computer Entertainment, Inc. (SCEI)","PlayStation, PlayStation 3",84.4669481492034,great,306
13166,The Witcher 3: Wild Hunt - Blood and Wine,expansion,0,0,2016,145,False,Role-playing (RPG),CD Projekt RED,"PC (Microsoft Windows), PlayStation 4, Xbox One",96.848804062089,great,305
2332,Super Mario Kart,main_game,0,0,1992,73,True,"Racing, Arcade","Nintendo, Nintendo EAD","Wii, Super Nintendo Entertainment System (SNES), Wii U, Super Famicom, New Nintendo 3DS",81.51325706232191,great,304
7360,Tom Clancy's Rainbow Six Siege,main_game,4,0,2015,198,True,"Shooter, Tactical","Ubisoft Entertainment, Ubisoft Montreal","PC (Microsoft Windows), PlayStation 4, Xbox One, PlayStation 5, Xbox Series X|S, Google Stadia",80.9788493451653,great,303
424,Resident Evil,main_game,0,0,1996,99,True,"Puzzle, Adventure","Nextech, Virgin Interactive Entertainment (Europe) Ltd., Capcom, Capcom","PC (Microsoft Windows), PlayStation, PlayStation 3, Sega Saturn",76.9835207386009,great,301
2180,Super Mario 3D World,main_game,0,0,2013,128,True,"Platform, Adventure","1-UP Studio, Nintendo EAD, Nintendo",Wii U,85.1054685276067,great,300
153,Star Wars: Jedi Knight - Jedi Academy,main_game,0,0,2003,138,True,"Shooter, Adventure","Raven Software, Vicarious Visions, Activision, CyberFront, LucasArts, Aspyr Media","PC (Microsoft Windows), Xbox, Mac, PlayStation 4, Nintendo Switch",83.8143499091006,great,300
19130,Sid Meier's Civilization VI,main_game,13,2,2016,130,True,"Simulator, Strategy, Turn-based strategy (TBS)","Firaxis Games, Aspyr Media, 2K Games","Linux, PC (Microsoft Windows), Mac, iOS, PlayStation 4, Xbox One, Nintendo Switch",81.2986333643918,great,299
11492,Mafia III,main_game,4,0,2016,195,False,"Shooter, Racing, Adventure","Hangar 13, 2K Games, Aspyr Media, Take-Two Interactive","PC (Microsoft Windows), Mac, PlayStation 4, Xbox One",67.1156273832343,good,299
37016,Metro Exodus,main_game,2,0,2019,235,True,"Shooter, Adventure","4A Games, Deep Silver","PC (Microsoft Windows), PlayStation 4, Xbox One, PlayStation 5, Xbox Series X|S, Google Stadia",83.3578346083955,great,298
748,Hitman 2: Silent Assassin,main_game,0,0,2002,109,False,"Shooter, Tactical","IO Interactive, Eidos Interactive","PC (Microsoft Windows), PlayStation 2, Xbox, Nintendo GameCube",81.0678719188854,great,298
548,Gears of War 2,main_game,1,0,2008,91,False,Shooter,"Microsoft Game Studios, People Can Fly, Epic Games",Xbox 360,83.8309214649078,great,298
7352,ABZÛ,main_game,0,0,2016,111,False,"Puzzle, Simulator, Adventure, Indie","Giant Squid, 505 Games","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",78.0890777254238,great,297
5025,To the Moon,main_game,2,0,2011,114,True,"Puzzle, Role-playing (RPG), Adventure, Indie","Freebird Games, X.D. Network Inc., Freebird Games","Linux, PC (Microsoft Windows), Mac, Android, iOS, Nintendo Switch",81.23619014340869,great,297
389,Final Fantasy XIII,main_game,0,0,2009,87,True,"Role-playing (RPG), Adventure",Square Enix,"PC (Microsoft Windows), PlayStation 3, Xbox 360",72.7565662432961,good,296
119,Mortal Kombat,main_game,0,0,2011,86,True,Fighting,"NetherRealm Studios, WB Games","PC (Microsoft Windows), PlayStation 3, Xbox 360, PlayStation Vita",81.99631435628399,great,296
29004,Life is Strange: Before the Storm,main_game,0,0,2017,156,False,Adventure,"Square Enix, Deck Nine","Linux, PC (Microsoft Windows), Mac, Android, iOS, PlayStation 4, Xbox One",74.74475105355421,good,295
14587,Oxenfree,main_game,0,0,2016,127,False,"Role-playing (RPG), Adventure, Indie",Night School Studio,"Linux, PC (Microsoft Windows), Mac, iOS, PlayStation 4, Xbox One, Nintendo Switch",75.9557906152251,great,295
2261,Gothic,main_game,0,0,2001,129,False,"Role-playing (RPG), Adventure","Piranha Bytes, Xicat Interactive, Nordic Games Publishing, JoWooD Entertainment AG, Egmont Interactive",PC (Microsoft Windows),86.6568695227018,great,295
966,Resident Evil 3: Nemesis,main_game,0,0,1999,106,True,"Shooter, Adventure","Capcom, Eidos Interactive, Virgin Interactive Entertainment (Europe) Ltd., Nintendo Australia, Sourcenext","PC (Microsoft Windows), PlayStation, PlayStation 3, Nintendo GameCube, Dreamcast",80.74611982142059,great,294
299,Age of Empires III,main_game,0,2,2005,110,False,"Real Time Strategy (RTS), Simulator, Strategy","Destineer, Microsoft Game Studios, Ensemble Studios, MacSoft Games, Robot Entertainment","PC (Microsoft Windows), Mac",79.0898667359467,great,294
55935,Doki Doki Literature Club!,main_game,0,0,2017,81,False,"Adventure, Indie, Visual Novel",Team Salvato,"Linux, PC (Microsoft Windows), Mac",83.2230664120445,great,293
7327,Valiant Hearts: The Great War,main_game,0,0,2014,116,False,"Platform, Puzzle, Adventure, Indie","Ubisoft Montpellier, Ubisoft Entertainment","PC (Microsoft Windows), PlayStation 3, iOS, PlayStation 4, Xbox One, Nintendo Switch",82.36998693238499,great,293
355,Quake III Arena,main_game,0,1,1999,228,False,Shooter,"id Software, Raster Productions, Bullfrog Productions, Pi Studios, Activision, Loki Software, Sega, Electronic Arts","Linux, PC (Microsoft Windows), Xbox 360, Mac, Dreamcast",83.9104855317322,great,292
280,DOOM 3,main_game,0,1,2004,99,True,Shooter,"id Software, Activision, Splash Damage, Vicarious Visions, Aspyr Media, Bethesda Softworks","Linux, PC (Microsoft Windows), Xbox, Mac, Xbox One, Nintendo Switch",78.4634263704186,great,292
184,Indiana Jones and the Fate of Atlantis,main_game,0,0,1992,138,True,"Point-and-click, Puzzle, Adventure","U.S. Gold, LucasArts, Disney Interactive","Linux, PC (Microsoft Windows), PC DOS, Mac, Amiga",90.03635388885829,great,292
114795,Apex Legends,main_game,9,0,2019,65,True,Shooter,"Respawn Entertainment, Electronic Arts","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",78.0241417494774,great,291
2058,PAYDAY 2,main_game,23,0,2013,95,False,"Shooter, Role-playing (RPG), Tactical","Overkill Software, 505 Games, Starbreeze Studios","PC (Microsoft Windows), PlayStation 3, Xbox 360, PlayStation 4, Xbox One, Nintendo Switch",73.291598969631,good,290
1715,Mega Man 2,main_game,0,0,1988,109,True,"Platform, Adventure",Capcom,"Wii, PlayStation, Nintendo Entertainment System (NES), Nintendo 3DS, iOS, Wii U",87.10955010727149,great,290
181,Grim Fandango,main_game,0,0,1998,161,False,"Point-and-click, Puzzle, Adventure",LucasArts,PC (Microsoft Windows),85.43626215009229,great,290
2114,Tom Clancy's The Division,main_game,0,3,2016,390,True,"Shooter, Role-playing (RPG), Strategy, Tactical, Adventure","Ubisoft Entertainment, Ubisoft Red Storm, Massive Entertainment - A Ubisoft Studio","PC (Microsoft Windows), PlayStation 4, Xbox One",73.0935085732784,good,289
246,Diablo II: Lord of Destruction,expansion,0,0,2001,164,True,"Role-playing (RPG), Hack and slash/Beat 'em up","Sierra Entertainment, Blizzard Entertainment, Blizzard North","PC (Microsoft Windows), Mac",88.5763978322544,great,289
1626,Super Smash Bros.,main_game,0,0,1999,83,True,"Fighting, Platform","Nintendo, HAL Laboratory","Nintendo 64, Wii",81.1054869014116,great,287
912,Tomb Raider,main_game,0,0,1996,110,True,"Shooter, Platform, Puzzle, Adventure","Core Design, Ideaworks Game Studio, Eidos Interactive, Sony Computer Entertainment","PC (Microsoft Windows), PlayStation, PlayStation 3, PC DOS, Sega Saturn, PlayStation Portable, N-Gage, PlayStation Vita",81.66618625646089,great,287
27789,PUBG: BATTLEGROUNDS,main_game,0,0,2017,230,True,"Shooter, Indie","Bluehole Studio, Microsoft Studios, The Coalition, PUBG Corp","PC (Microsoft Windows), PlayStation 4, Xbox One, Google Stadia",74.7115412367406,good,286
1928,Indigo Prophecy,main_game,0,0,2005,111,False,Adventure,"Quantic Dream, Atari","PC (Microsoft Windows), PlayStation 2, Xbox, PlayStation 4",83.1994685827113,great,286
36897,A Way Out,main_game,0,0,2018,155,False,"Adventure, Indie","Electronic Arts, Hazelight Studios","PC (Microsoft Windows), PlayStation 4, Xbox One",78.88709178019221,great,281
7386,The Talos Principle,main_game,0,1,2014,104,False,"Puzzle, Adventure, Indie","Devolver Digital, Croteam","Linux, PC (Microsoft Windows), Mac, Android, iOS, PlayStation 4, Xbox One",87.31824030657,great,281
3186,Street Fighter II,main_game,0,0,1991,91,True,"Fighting, Arcade","Capcom, U.S. Gold, Capcom","Wii, PC (Microsoft Windows), PC DOS, Commodore C64/128, Amiga, Super Nintendo Entertainment System (SNES), Amstrad CPC, ZX Spectrum, Game Boy, Wii U, Arcade, Super Famicom, Atari ST/STE",82.56068539518839,great,281
981,Rayman Origins,main_game,0,0,2011,115,True,"Platform, Adventure","Ubisoft Montpellier, Ubisoft Entertainment, Ubisoft","Wii, PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac, Nintendo 3DS, PlayStation Vita",82.64145545696019,great,281
910,Tom Clancy's Splinter Cell,main_game,1,0,2002,111,True,"Shooter, Tactical","Ubisoft Entertainment, Ubisoft Montreal, Ubisoft Shanghai, Aspyr Media","PC (Microsoft Windows), PlayStation 2, Xbox, Mac, Nintendo GameCube",83.58811083835062,great,280
3349,Paper Mario: The Thousand-Year Door,main_game,0,0,2004,89,True,"Role-playing (RPG), Adventure","Nintendo, Intelligent Systems Co., Ltd.",Nintendo GameCube,93.3853757579299,great,279
1035,The Legend of Zelda: The Minish Cap,main_game,0,0,2004,89,True,"Role-playing (RPG), Adventure","Capcom, Nintendo","Game Boy Advance, Nintendo 3DS, Wii U",84.0732912035824,great,279
534,The Legend of Zelda: Skyward Sword,main_game,0,0,2011,115,True,"Platform, Puzzle, Role-playing (RPG), Adventure","Nintendo EAD Group No. 3, Nintendo, Nintendo","Wii, Wii U",82.0815298039631,great,279
2126,Hotline Miami 2: Wrong Number,main_game,0,0,2015,111,False,"Shooter, Indie","Devolver Digital, Dennaton Games, Spike ChunSoft, Abstraction Games","Linux, PC (Microsoft Windows), PlayStation 3, Mac, PlayStation Vita, PlayStation 4, Google Stadia",79.1990227073667,great,277
4756,Child of Light,main_game,1,0,2014,127,False,Role-playing (RPG),"Ubisoft, Ubisoft Entertainment, Ubisoft Korea, Ubisoft Divertissements","PC (Microsoft Windows), PlayStation 3, Xbox 360, Wii U, PlayStation Vita, PlayStation 4, Xbox One, Google Stadia",82.678870348554,great,276
1039,The Legend of Zelda: Ocarina of Time 3D,remake,0,0,2011,141,False,"Platform, Puzzle, Role-playing (RPG), Adventure","Nintendo EAD, GREZZO Co.,Ltd., Nintendo",Nintendo 3DS,91.3249416219814,great,276
76253,Devil May Cry 5,main_game,1,0,2019,76,False,"Hack and slash/Beat 'em up, Adventure",Capcom,"PC (Microsoft Windows), PlayStation 4, Xbox One",84.59307302289821,great,274
3182,Diablo III: Reaper of Souls,expansion,0,0,2014,157,True,"Role-playing (RPG), Hack and slash/Beat 'em up, Adventure","Blizzard Entertainment, Square Enix","PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac, PlayStation 4, Xbox One",83.7962104893903,great,273
245,Command & Conquer: Red Alert 2,main_game,0,1,2000,143,True,"Real Time Strategy (RTS), Strategy","Westwood Pacific, Electronic Arts",PC (Microsoft Windows),87.05938028837289,great,273
5619,Demon's Souls,main_game,0,0,2009,106,True,"Role-playing (RPG), Hack and slash/Beat 'em up, Adventure","FromSoftware, SCE Japan Studio, Atlus, Namco Bandai Games",PlayStation 3,84.9493205088737,great,272
2990,Machinarium,main_game,0,0,2009,115,False,"Point-and-click, Puzzle, Adventure, Indie",Amanita Design,"Linux, PC (Microsoft Windows), PlayStation 3, Mac, iOS, PlayStation Vita, PlayStation 4, Xbox One, Legacy Cellphone, Nintendo Switch",82.41581796393379,great,271
103298,DOOM Eternal,main_game,3,0,2020,154,True,Shooter,"Panic Button Games, Bethesda Softworks, id Software","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S, Google Stadia",84.14580701373589,great,270
13182,Far Cry: Primal,main_game,1,0,2016,136,False,"Shooter, Adventure","Ubisoft Montreal, Ubisoft Entertainment","PC (Microsoft Windows), PlayStation 4, Xbox One, Google Stadia",72.9744247429226,good,270
1341,Beyond Good & Evil,main_game,0,0,2003,152,False,"Shooter, Adventure","Ubisoft Shanghai, Ubisoft Milan, Ubisoft Montpellier, Ubisoft","PC (Microsoft Windows), PlayStation 2, Xbox, Nintendo GameCube",86.2496240304427,great,269
130,Warcraft II: Tides of Darkness,main_game,0,1,1995,114,True,"Real Time Strategy (RTS), Strategy","Blizzard Entertainment, Electronic Arts, Electronic Arts Victor, Climax Group, Climax Studios","PC (Microsoft Windows), PC DOS, Mac",85.67133785117261,great,268
105,Need for Speed: Hot Pursuit,main_game,0,0,2010,79,False,Racing,"Criterion Games, EA Digital Illusions CE, Exient Entertainment, Electronic Arts","Wii, PC (Microsoft Windows), PlayStation 3, Xbox 360, iOS",78.71011784158439,great,268
22917,GRIS,main_game,0,0,2018,30,False,"Platform, Puzzle, Adventure, Indie","Nomada Studio, Devolver Digital","PC (Microsoft Windows), Mac, Android, iOS, PlayStation 4, Nintendo Switch",81.48789306175759,great,267
3193,Need for Speed: Most Wanted,main_game,3,0,2012,101,False,"Racing, Adventure","Criterion Games, Electronic Arts","PC (Microsoft Windows), PlayStation 3, Xbox 360, iOS, PlayStation Vita",74.6334232419977,good,267
1079,Super Mario 3D Land,main_game,0,0,2011,82,True,Platform,"Nintendo EAD, Brownie Brown, Nintendo",Nintendo 3DS,80.74800125071,great,267
1638,GoldenEye 007,main_game,0,0,1997,102,True,"Shooter, Adventure","Nintendo, Rare",Nintendo 64,85.3303656536403,great,266
1216,Dead Space 3,main_game,2,0,2013,95,False,"Shooter, Adventure","Visceral Games, Electronic Arts","PC (Microsoft Windows), PlayStation 3, Xbox 360",73.4939746194116,good,266
2345,Mario Kart DS,main_game,0,0,2005,55,True,Racing,"Nintendo EAD Group No. 1, Nintendo","Nintendo DS, Wii U",80.7571443854373,great,265
1911,Path of Exile,main_game,0,11,2013,104,False,"Role-playing (RPG), Hack and slash/Beat 'em up, Adventure, Indie",Grinding Gear Games,"PC (Microsoft Windows), PlayStation 4, Xbox One",81.57425651108021,great,265
494,Bulletstorm,main_game,0,0,2011,82,False,Shooter,"People Can Fly, Electronic Arts, Epic Games","PC (Microsoft Windows), PlayStation 3, Xbox 360",80.10372355997231,great,265
913,Tony Hawk's Pro Skater 2,main_game,0,0,2000,93,True,Sport,"Activision, Neversoft Entertainment, Edge of Reality, Vicarious Visions, Treyarch, Natsume, Gray Matter Interactive","Nintendo 64, PC (Microsoft Windows), PlayStation, Xbox, Mac, Game Boy Color, Dreamcast, Game Boy Advance, iOS",85.3894070676953,great,264
333,Quake,main_game,7,0,1996,161,True,Shooter,"MacSoft Games, Sega, GT Interactive, id Software, clickBOOM, Lion Entertainment, Bear Naked Productions, Pulse Interactive, PXL computers, R-Comp Interactive, id Software, Midway Games, Lobotomy Software","Linux, Nintendo 64, PC (Microsoft Windows), PC DOS, Mac, Amiga, Sega Saturn, Legacy Cellphone, Zeebo",81.6149809507189,great,264
136,Devil May Cry 3: Dante's Awakening,main_game,0,0,2005,88,False,"Shooter, Hack and slash/Beat 'em up, Adventure","Capcom, Ubisoft Entertainment","PC (Microsoft Windows), PlayStation 2",84.1096262281772,great,264
9254,Subnautica,main_game,0,0,2018,106,False,"Adventure, Indie","Grip Games, Panic Button Games, Gearbox Publishing, Unknown Worlds Entertainment","PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch, SteamVR, PlayStation 5, Oculus Rift",84.53117253500221,great,263
7610,Game of Thrones: A Telltale Games Series,main_game,0,0,2014,94,True,Adventure,"Telltale Games, HBO","PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac, Android, iOS, PlayStation 4, Xbox One",70.05516488965709,good,262
26472,Disco Elysium,main_game,0,0,2019,50,False,"Role-playing (RPG), Adventure",ZA/UM,"PC (Microsoft Windows), Mac",96.0951088723585,great,260
9192,Wolfenstein: The Old Blood,standalone_expansion,0,0,2015,138,False,"Shooter, Adventure","MachineGames, Bethesda Softworks","PC (Microsoft Windows), PlayStation 4, Xbox One",78.3314902362677,great,260
2985,Persona 4 Golden,expanded_game,0,0,2012,107,True,"Role-playing (RPG), Simulator, Adventure, Visual Novel","NIS America, Atlus, Atlus USA, PREAPP PARTNERS","PC (Microsoft Windows), PlayStation Vita",95.8102852778519,great,260
2939,The Vanishing of Ethan Carter,main_game,1,0,2014,115,False,"Real Time Strategy (RTS), Strategy, Adventure, Indie","The Astronauts, Nordic Games Publishing","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",75.8506507835754,great,260
2001,Far Cry 3: Blood Dragon,standalone_expansion,0,0,2013,120,False,"Shooter, Adventure","Ubisoft Entertainment, Ubisoft Montreal, Ubisoft Shanghai","PC (Microsoft Windows), PlayStation 3, Xbox 360, Google Stadia",78.6493253110682,great,260
1558,Pokémon Gold,main_game,0,0,1999,99,True,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","Game Freak, Nintendo","Game Boy Color, Nintendo 3DS",86.0753692920899,great,259
37001,Ori and the Will of the Wisps,main_game,0,0,2020,94,True,"Platform, Adventure","Xbox Game Studios, Moon Studios, iam8bit","PC (Microsoft Windows), Xbox One, Nintendo Switch, Xbox Series X|S",87.6875536839589,great,258
3152,Don't Starve,main_game,1,2,2013,101,False,"Simulator, Adventure, Indie",Klei Entertainment,"Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One",75.80536382546809,great,258
1519,Pokémon Platinum,expanded_game,0,0,2008,64,True,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","Nintendo, Game Freak",Nintendo DS,83.5308488083161,great,258
7706,This War of Mine,main_game,5,0,2014,116,False,"Simulator, Strategy, Adventure, Indie",11 bit studios,"Linux, PC (Microsoft Windows), Mac, Android, iOS, PlayStation 4, Xbox One",80.5124425223772,great,257
482,Silent Hill 3,main_game,0,0,2003,98,True,"Puzzle, Adventure","Konami, Team Silent","PC (Microsoft Windows), PlayStation 2",83.7094167214459,great,257
14746,Batman: The Telltale Series,main_game,0,0,2016,120,True,"Point-and-click, Role-playing (RPG), Adventure",Telltale Games,"PC (Microsoft Windows), PlayStation 3, Xbox 360, Android, iOS, PlayStation 4, Xbox One, Nintendo Switch",72.24990734137779,good,255
1514,Pokémon Crystal,expanded_game,0,0,2000,81,True,"Role-playing (RPG), Adventure","Game Freak, Nintendo","Game Boy Color, Nintendo 3DS",88.8836089033528,great,255
989,Halo 3: ODST,main_game,0,0,2009,72,True,Shooter,"Bungie, Microsoft Game Studios","PC (Microsoft Windows), Xbox 360, Xbox One",74.9928522975235,good,255
10919,XCOM 2,main_game,3,1,2016,146,False,"Role-playing (RPG), Strategy, Turn-based strategy (TBS), Tactical","Firaxis Games, 2K Games, Feral Interactive","Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch",83.35925161295509,great,254
193,Day of the Tentacle,main_game,0,0,1993,97,True,"Point-and-click, Adventure",LucasArts,"PC DOS, Mac",90.9640121282963,great,254
18968,Call of Duty: Infinite Warfare,main_game,4,0,2016,121,True,"Shooter, Adventure","Infinity Ward, Activision","PC (Microsoft Windows), PlayStation 4, Xbox One",70.820278874694,good,253
8187,Just Cause 3,main_game,4,0,2015,177,False,Adventure,"Avalanche Studios, Square Enix, Human Head Studios","PC (Microsoft Windows), PlayStation 4, Xbox One",76.3585521518655,great,253
1268,Crysis 3,main_game,0,1,2013,98,False,"Shooter, Strategy, Adventure","Crytek Frankfurt, Electronic Arts, Crytek UK","PC (Microsoft Windows), PlayStation 3, Xbox 360",74.4883639938127,good,253
11119,Fallout Shelter,main_game,0,0,2015,68,True,"Role-playing (RPG), Simulator, Strategy","Behaviour Santiago, Bethesda Softworks, Bethesda Game Studios","PC (Microsoft Windows), Android, iOS, PlayStation 4, Xbox One, Nintendo Switch",63.7959754994537,good,252
4786,The Evil Within,main_game,3,0,2014,112,False,"Shooter, Adventure","Tango Gameworks, The Workshop Entertainment, Bethesda Softworks","PC (Microsoft Windows), PlayStation 3, Xbox 360, PlayStation 4, Xbox One",74.0900664111608,good,252
27421,Middle-earth: Shadow of War,main_game,5,4,2017,270,True,"Role-playing (RPG), Adventure","WB Games, Monolith Productions","PC (Microsoft Windows), PlayStation 4, Xbox One",79.6514154121533,great,251
2671,Guitar Hero III: Legends of Rock,main_game,0,0,2007,68,False,"Music, Simulator","Neversoft Entertainment, Budcat Creations, Vicarious Visions, Activision","Wii, PC (Microsoft Windows), PlayStation 2, PlayStation 3, Xbox 360, Mac",83.8161175336041,great,251
1513,Pokémon Silver,main_game,0,0,1999,110,True,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","Game Freak, Nintendo","Game Boy Color, Nintendo 3DS",87.88962654477331,great,251
5,Baldur's Gate,main_game,0,1,1998,118,True,Role-playing (RPG),"BioWare, Black Isle Studios, Interplay Entertainment, BioWare Edmonton","Linux, PC (Microsoft Windows), Mac, iOS",86.81633300768651,great,251
2132,The Binding of Isaac,main_game,1,0,2011,87,False,"Shooter, Role-playing (RPG), Adventure, Indie",Edmund McMillen,"PC (Microsoft Windows), Mac",82.9187107091299,great,250
134,Devil May Cry,main_game,0,0,2001,70,False,Hack and slash/Beat 'em up,"Capcom, Capcom Production Studio 4","PC (Microsoft Windows), PlayStation 2, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, Nintendo Switch",81.60706048773291,great,250
1339,Psychonauts,main_game,0,0,2005,98,False,"Platform, Adventure","Double Fine Productions, Majesco Entertainment, THQ, Budcat Creations","Linux, PC (Microsoft Windows), PlayStation 2, PlayStation 3, Xbox, Xbox 360, Mac, PlayStation 4",84.8741814514846,great,249
647,Command & Conquer,main_game,0,1,1995,119,True,"Real Time Strategy (RTS), Strategy","Virgin Interactive Entertainment (Europe) Ltd., Westwood Studios, Sega, Nintendo, Looking Glass Studios","Nintendo 64, PC (Microsoft Windows), PlayStation, PC DOS, Mac, Sega Saturn",85.8795696075304,great,249
9602,Super Smash Bros. for Wii U,main_game,7,0,2014,87,True,"Fighting, Platform","Sora, Nintendo, tri-Crescendo, Bandai Namco Studios",Wii U,84.0159560715024,great,248
3278,Garry's Mod,main_game,0,0,2004,127,False,"Simulator, Indie","Facepunch Studios, Valve Corporation","Linux, PC (Microsoft Windows), Mac",78.28743812248321,great,248
523,inFAMOUS,main_game,0,0,2009,95,True,"Shooter, Platform, Puzzle, Role-playing (RPG)","Sucker Punch Productions, Sony Computer Entertainment, Inc. (SCEI)",PlayStation 3,75.7398571231985,great,248
11397,Yakuza 0,main_game,0,0,2015,67,False,"Role-playing (RPG), Simulator, Hack and slash/Beat 'em up, Adventure","Ryū Ga Gotoku Studios, Lab42 Games, Sega, Sega","PC (Microsoft Windows), PlayStation 3, PlayStation 4, Xbox One",86.86496507662801,great,247
2682,LEGO Star Wars: The Complete Saga,main_game,0,0,2007,57,True,Adventure,"LucasArts, Feral Interactive, Traveller's Tales, Robosoft Technologies","Wii, PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac, Nintendo DS, Android, iOS",82.6431499456246,great,247
2181,Wii Sports,main_game,0,0,2006,42,True,"Simulator, Sport","Nintendo, Nintendo EAD Group No. 2",Wii,74.19823561307341,good,247
2129,Mark of the Ninja,main_game,1,0,2012,94,False,"Platform, Adventure, Indie","Klei Entertainment, Microsoft Studios","Linux, PC (Microsoft Windows), Xbox 360, Mac",84.8141679915333,great,247
320,S.T.A.L.K.E.R.: Shadow of Chernobyl,main_game,0,0,2007,102,False,"Shooter, Role-playing (RPG)","GSC Game World, THQ, GSC World Publishing, Deep Silver, cdp.pl",PC (Microsoft Windows),81.7382771929812,great,247
8965,Darkest Dungeon,main_game,5,0,2016,90,False,"Role-playing (RPG), Strategy, Turn-based strategy (TBS), Adventure, Indie","BlitWorks, Red Hook Studios","Linux, PC (Microsoft Windows), Mac, iOS, PlayStation Vita, PlayStation 4, Nintendo Switch",82.5899359883507,great,246
6032,Borderlands: The Pre-Sequel,main_game,6,0,2014,102,False,"Shooter, Role-playing (RPG)","Take-Two Interactive, Gearbox Software, 2K Australia, 2K Games","Linux, PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac, Android, PlayStation 4",73.298295596413,good,246
570,Prototype,main_game,0,0,2009,91,False,"Platform, Hack and slash/Beat 'em up, Adventure","Radical Entertainment, Activision, FUN Labs","PC (Microsoft Windows), PlayStation 3, Xbox 360, PlayStation 4, Xbox One",74.2336621336935,good,246
232,Half-Life: Opposing Force,standalone_expansion,0,0,1999,98,True,"Shooter, Platform, Puzzle","Gearbox Software, Sierra Entertainment, Valve Corporation","Linux, PC (Microsoft Windows), Mac",80.2013891752116,great,246
5973,Broforce,main_game,0,0,2015,79,False,"Shooter, Platform, Adventure, Indie, Arcade","Free Lives Games, Devolver Digital, Abstraction Games","Linux, PC (Microsoft Windows), Mac, PlayStation 4, Nintendo Switch",75.0976023104228,great,244
277,Battlefield 2,main_game,2,1,2005,97,False,Shooter,"Electronic Arts, Digital Illusions CE",PC (Microsoft Windows),82.1210851062238,great,244
1092,Donkey Kong Country 2: Diddy's Kong Quest,main_game,0,0,1995,88,True,"Platform, Adventure","Nintendo, Rare, Nintendo","Wii, Super Nintendo Entertainment System (SNES), Wii U, Super Famicom, New Nintendo 3DS",89.17334296593269,great,242
1876,Spore,main_game,1,1,2008,59,False,"Real Time Strategy (RTS), Role-playing (RPG), Simulator, Strategy, Adventure","Maxis, Electronic Arts","PC (Microsoft Windows), Mac",73.4977273038516,good,241
295,Command & Conquer: Red Alert,main_game,0,2,1996,101,True,"Real Time Strategy (RTS), Strategy","Westwood Studios, Electronic Arts, Sony Computer Entertainment, Virgin Interactive Entertainment, Dice Multi Media Europ, Sold Out Sales & Marketing","PC (Microsoft Windows), PlayStation, PlayStation 3, PC DOS, PlayStation Portable",87.1534662211525,great,241
2549,Half-Life: Blue Shift,standalone_expansion,0,0,2001,78,True,"Shooter, Platform, Puzzle","Sierra Studios, Valve Corporation, Gearbox Software","Linux, PC (Microsoft Windows), Mac",71.7835147463189,good,240
1076,New Super Mario Bros.,main_game,0,0,2006,60,True,Platform,"Nintendo EAD, Nintendo, Nintendo","Nintendo DS, Wii U",82.4534646659178,great,240
109462,Animal Crossing: New Horizons,main_game,0,1,2020,106,True,Simulator,"Nintendo EPD, Nintendo",Nintendo Switch,83.301602767327,great,239
26196,Crash Bandicoot N. Sane Trilogy,bundle,0,0,2017,113,True,Platform,"Activision, Vicarious Visions, Toys for Bob","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",83.5191275501021,great,239
8222,Dark Souls II: Scholar of the First Sin,bundle,0,0,2015,119,True,"Role-playing (RPG), Adventure","Bandai Namco Games, FromSoftware","PC (Microsoft Windows), PlayStation 3, Xbox 360, PlayStation 4, Xbox One",83.71762689467249,great,238
2344,Mario Kart: Double Dash!!,main_game,0,0,2003,74,True,Racing,"Nintendo EAD, Nintendo",Nintendo GameCube,82.8407126151315,great,238
